time,prices,market_caps,total_volumes
2020-04-11,0.9576058280146803,7827651.892659198,92672667.43447028
2020-04-12,0.7847113148208426,6173607.678345317,49458692.875223994
2020-04-13,0.8759944068917709,7269680.447445141,37821009.955602355
2020-04-14,0.7867121945458646,6302364.150584625,19579214.89293177
2020-04-15,0.666673390515131,5306221.06575891,17523533.049867075
2020-04-16,0.6376210673084666,5114653.932636794,12659541.408408837
2020-04-17,0.6923331250859114,5505929.486978686,23132895.9095158
2020-04-18,0.657449398309544,5348323.975349362,10227034.752456626
2020-04-19,0.6769721852162044,5423066.285864263,10199318.163159857
2020-04-20,0.6094358389483635,4844617.211182358,9789186.730548004
2020-04-21,0.5347904942320182,4285479.154681022,8763891.031037511
2020-04-22,0.5728269210770057,4591546.761226098,9610841.993019182
2020-04-23,0.6848872198147996,5446538.173850838,18146790.14448149
2020-04-24,0.6217032788666345,4909586.999036558,13659849.485801896
2020-04-25,0.6227650900853694,5027193.620409137,8959427.13964603
2020-04-26,0.6470903181859691,5173619.233465031,7324961.274114759
2020-04-27,0.6398628040694914,5137791.330825961,8493459.048447348
2020-04-28,0.5683154806973284,4616001.375155629,7534010.521157354
2020-04-29,0.6574283212299112,5283691.351331575,7387289.032147021
2020-04-30,0.7411890135877649,5897415.537215416,8964597.270530097
2020-05-01,0.693089721323073,5635423.505964131,5182978.537733341
2020-05-02,0.7169539321663891,5735879.899599453,4174109.6429038513
2020-05-03,0.7124378933182761,5669404.169981707,3457574.5570013877
2020-05-04,0.6866098174679662,5486412.385664286,3375393.730010124
2020-05-05,0.6728297405546847,5354861.583908894,3467483.256730908
2020-05-06,0.6503081490988862,5195811.6286706,2903980.8568524625
2020-05-07,0.6194003582280405,5010066.054780242,2715223.2877061805
2020-05-08,0.6089398899298076,4874818.721855924,3385522.0174709754
2020-05-09,0.608939662026112,4827334.908169065,2493703.55942783
2020-05-10,0.6017917957668725,4816707.909418276,2126230.1519960337
2020-05-11,0.541777928609612,4324416.949285259,2370841.7230691817
2020-05-12,0.5139234956267317,4171226.2991002905,2113480.526002199
2020-05-13,0.5333426539131136,4266741.231304909,2182277.4116870984
2020-05-14,0.5533191018747785,4413742.897500913,2337721.3827509126
2020-05-15,0.574281421724847,4570789.918376839,548910.1111122454
2020-05-16,0.5564341957677822,4432087.508991812,1837728.914580343
2020-05-17,0.5989661106774994,4752035.386171752,2286736.274938201
2020-05-18,0.6159337448626931,4898008.357759836,2950437.821089827
2020-05-19,0.6477344448774962,5213969.633802138,3280890.995949265
2020-05-20,0.6219357513498963,4996233.199332481,2375972.6144311675
2020-05-21,0.5795859352817158,4629608.829738474,2306268.656301432
2020-05-22,0.6055660983994974,4853042.594897839,2791803.410911919
2020-05-23,0.6149832258209792,4919865.806567834,3449950.8698416166
2020-05-24,0.6082201706733519,4866957.615424991,2624526.4581755586
2020-05-25,0.5465741722754689,4374843.160369413,2831384.6236669393
2020-05-26,0.6022304108336682,4809730.17960867,4453912.36455054
2020-05-27,0.5731399463825178,4598505.351008801,2703457.5841550757
2020-05-28,0.5884004926151261,4715158.090275346,2545885.09382515
2020-05-29,0.5721700884660958,9366383.783941554,2654599.496858454
2020-05-30,0.5774323126967125,9427078.266084636,2051249.6504508469
2020-05-31,0.5858132380721703,9591470.33610501,2439529.3289575824
2020-06-01,0.5756770028863081,9399234.951485896,1936502.3610925872
2020-06-02,0.5789755237865244,9424972.586161828,2232352.346863049
2020-06-03,0.565814320391003,9310563.109433705,1384105.1497734163
2020-06-04,0.586205470714686,9614805.94741188,888236.6647254211
2020-06-05,0.5867553687536804,9543805.262487222,863889.7763493777
2020-06-06,0.6569611049457513,10747702.95638117,4253926.368138953
2020-06-07,0.6254174646400334,10180036.835310562,1644975.9479360643
2020-06-08,0.6193745553415636,10138083.793723866,778127.9330190483
2020-06-09,0.6676807419152483,10913789.386770498,1450401.0511809927
2020-06-10,0.6554185232956307,10726797.093153996,934660.1510810163
2020-06-11,0.6503617499580121,10648020.65447342,1145633.2872963657
2020-06-12,0.5719983046317773,9341515.406268213,1164520.213589104
2020-06-13,0.5933564822995189,9722321.601662131,962192.2023448921
2020-06-14,0.6088102028493066,9955797.604756866,753788.2633049818
2020-06-15,0.586183105523133,9583560.125035353,915552.325663399
2020-06-16,0.5703312716454458,9320494.000741212,1052111.2592694547
2020-06-17,0.5850988389924333,9519846.38912149,679085.216200979
2020-06-18,0.5818481709972113,9549958.35463254,704810.1888912406
2020-06-19,0.6199980008389199,10224928.435807472,1372641.01989903
2020-06-20,0.6860916859440122,11247343.894203106,7055205.212782311
2020-06-21,0.6445979846649201,10673766.043338617,1745226.9861953105
2020-06-22,0.6727477930583199,11086240.79289364,2287434.9791924166
2020-06-23,0.7271729644769215,11996277.112687156,1654719.03275172
2020-06-24,0.7067336276588002,11646898.982503338,1383543.515394181
2020-06-25,0.7362452622406327,12150092.54225176,2827321.0318965996
2020-06-26,0.7126894105564204,11741625.189942881,1804323.6591062366
2020-06-27,0.7407208653820945,12079079.145186102,1673667.3915581722
2020-06-28,0.7133553688193407,11750514.839677684,1710200.3756398568
2020-06-29,0.7987604659546775,13136127.952360291,3419777.1925617917
2020-06-30,0.8531268842862817,14062849.974509096,2179078.5022104667
2020-07-01,0.8592955544373364,14164459.013979025,4200596.310608971
2020-07-02,0.8324592358815799,13737840.609279668,1840101.230846373
2020-07-03,0.7746114788082067,12783903.734507758,1796842.5276823917
2020-07-04,0.7674704652113047,12672163.175031388,1136961.5458983239
2020-07-05,0.7811871083546776,12892264.592707587,1683516.1067310176
2020-07-06,0.6921876621707542,11423393.474284139,3820984.230135418
2020-07-07,0.708409297313418,11691026.180906912,1164528.5162276954
2020-07-08,0.7534772552866666,12435090.742149869,1711217.8737984726
2020-07-09,0.7956141684819489,13138366.724263769,2258517.8140890417
2020-07-10,0.8504783390765865,14045120.422821058,2615952.924425641
2020-07-11,0.9136373735709605,15112460.37027957,1871221.381625289
2020-07-12,0.9215341890095095,15255277.05816987,1733700.4838324187
2020-07-13,1.0175269375576679,16696748.621766666,4779890.404796757
2020-07-14,1.1787532874584385,20428062.235112287,4064986.8593240106
2020-07-15,1.1483561946452148,19972946.844421286,2236363.0616940595
2020-07-16,1.2935475055510521,24362181.926540546,3361791.9274219424
2020-07-17,0.8689184704805727,17274473.46197496,9296866.059843082
2020-07-18,0.9818241501710889,20917439.75564856,11550958.719088707
2020-07-19,0.9673182706042267,20602905.143447436,2951092.759333697
2020-07-20,0.9224383437804942,19624140.864785753,2231346.892892173
2020-07-21,0.8730589788162091,18811046.939017244,3041235.988885012
2020-07-22,0.9763920314535465,20859692.480081826,4296502.831840978
2020-07-23,1.0447246666635182,23288212.437627885,5381567.012406718
2020-07-24,1.055806292137335,23621340.96676559,3051275.6707602446
2020-07-25,0.996204458635239,22240716.375305213,2030487.6493153644
2020-07-26,1.250866425449966,27986367.374513853,9847485.817662286
2020-07-27,1.597026052950196,35745817.7886529,9916449.44921899
2020-07-28,1.7769558120449132,41165009.82828771,34618880.39774075
2020-07-29,1.7839631352797094,41629008.982130036,9748575.381711468
2020-07-30,1.6571919291258759,40210662.87394944,11129957.57810826
2020-07-31,1.688418732306239,41117076.71814283,5611511.032735667
2020-08-01,1.538097031663773,37711209.168728195,5087571.122031662
2020-08-02,1.5331373954293075,37591996.350815535,4748192.135285872
2020-08-03,1.7460156741727715,42382004.442631856,6698349.656645603
2020-08-04,1.8003636805602121,43879557.43250306,5778334.689310662
2020-08-05,1.897307254698148,46368816.3139189,5584908.268188476
2020-08-06,1.7611833194175444,43050611.45569475,5569521.620614501
2020-08-07,2.2019224919095755,57169342.30736419,10399801.556090286
2020-08-08,2.073120413084232,54969359.87215626,7707429.070748664
2020-08-09,2.473401784088845,65401183.62573061,10257501.939669047
2020-08-10,2.659002831147767,71020175.15382175,11357917.296250584
2020-08-11,3.135883738986437,87332088.95472732,22017721.74290488
2020-08-12,3.264869117899598,91851887.99480896,34022534.26369051
2020-08-13,3.7413879301300477,105458413.8307931,27350570.77388378
2020-08-14,3.733675412574768,108874815.26710747,28936940.781297173
2020-08-15,3.417497219987532,101662334.18190424,19041477.056082636
2020-08-16,3.173195437376957,94560197.39791581,13945414.886381749
2020-08-17,3.3852267282077353,101093049.99744666,10367526.298214646
2020-08-18,3.103088944314995,95117475.85564578,11222688.377130892
2020-08-19,3.331062075226566,103512572.72250581,29613499.054796744
2020-08-20,2.8961310680437595,91194729.76245809,15448650.496923096
2020-08-21,3.2065025821939535,101186302.29256418,13595404.010378797
2020-08-22,2.9331894135899335,92576368.0854075,12006369.819543839
2020-08-23,3.0217655955968654,95149797.26079312,10159244.74494122
2020-08-24,3.3299340513884106,104838610.42033501,11705563.476910876
2020-08-25,3.3397770443341135,105025071.74355629,15583655.536926841
2020-08-26,3.2612416074765753,103504610.60526419,12533596.20470018
2020-08-27,3.5510669414297205,114219136.44905476,22112806.023894925
2020-08-28,3.430616121799528,110491240.21623018,21498130.288651012
2020-08-29,4.011416157428157,129651597.85797815,26740109.116042912
2020-08-30,3.972282229488827,128816760.88101023,14534080.230702233
2020-08-31,4.436663533464179,144468272.8412078,22083311.984774828
2020-09-01,4.7944618494720785,157231078.23530626,19476155.185270272
2020-09-02,4.304353616338777,144080731.16918826,16073140.847875303
2020-09-03,4.176224469342381,137747076.79202124,23121094.981106814
2020-09-04,3.5139711518755092,119105104.96979707,27187766.957454216
2020-09-05,3.5407174542293283,118962336.47400291,17857611.36846
2020-09-06,2.5951717114056416,87193154.31518938,25742235.853560265
2020-09-07,3.087153751704757,103754712.65869252,18512975.690539997
2020-09-08,2.906438017628754,99103615.3011978,15992080.626502352
2020-09-09,2.4742806348861026,85338829.21618006,10503232.091517104
2020-09-10,3.6343703512897685,121438753.71660663,46180176.27343093
2020-09-11,3.453090001140051,118759154.8277774,31817980.375814505
2020-09-12,3.4462085226704344,121133286.76719753,16519855.116028652
2020-09-13,3.3326620873211703,116947704.57942767,10193775.121683143
2020-09-14,3.22479831179511,112654349.57438488,15375145.93697348
2020-09-15,3.2623912097330243,118721263.47138277,21853783.60876622
2020-09-16,2.931693208266334,107150010.94799854,12635260.000412077
2020-09-17,2.5494654060917625,94070098.59695262,24795333.687555198
2020-09-18,2.919199303305689,107329192.55976476,21791980.63219644
2020-09-19,3.084079827098842,115398247.16683203,22533255.903117426
2020-09-20,3.0147288973338715,113066182.9422364,10943760.457857545
2020-09-21,2.8679582577061704,107485223.20908946,9294739.741029434
2020-09-22,2.77366022930038,105132421.8250733,19270693.968702458
2020-09-23,2.9402155138255073,110996725.68154047,18874481.49614106
2020-09-24,2.8355005874806776,107801478.99659243,14564763.145004692
2020-09-25,3.130126407105003,118878878.68168245,16633162.873780875
2020-09-26,3.191006049537429,122238331.59277275,13618464.796439826
2020-09-27,3.1351452155696546,121477645.40078653,8801854.27770789
2020-09-28,3.1659948849500643,124163454.94575258,7557998.443943798
2020-09-29,2.9557751507195418,115671366.64099684,9309539.826511212
2020-09-30,2.945119038534579,117794737.82329232,6850416.403733073
2020-10-01,2.895851723928607,116997169.793763,5787535.353310377
2020-10-02,2.866125781133827,116446343.764479,8826242.176135253
2020-10-03,2.6289039111067782,107373602.62220953,14212990.242723487
2020-10-04,2.5536378078057957,104629198.18132688,5964945.748663193
2020-10-05,2.522557078453714,104629072.11208977,7148795.3663304895
2020-10-06,2.652751429083878,109983903.67952684,8274088.030812653
2020-10-07,2.174595988147619,90510593.136206,12053371.14959094
2020-10-08,2.290102499091077,96626244.2271101,14026928.603023551
2020-10-09,2.3626573108302025,100361073.08665311,18962028.194038983
