time,prices,market_caps,total_volumes
2018-03-21,0.02410241533974019,506150722.13454396,143518.48451252482
2018-03-22,0.0243095615260159,510500792.0463339,128638.07921539148
2018-03-23,0.02498606329962111,524707329.29204327,121935.14588251253
2018-03-24,0.027003254065242302,567068335.3700883,236815.02719967093
2018-03-25,0.030260239280825052,635465024.8973261,296754.1590435609
2018-03-26,0.03637335785907703,763840515.0406175,373124.6581537349
2018-03-27,0.039211879140876905,823449461.958415,538455.5538632674
2018-03-28,0.06896351478942543,1448233810.577934,1175106.4255389778
2018-03-29,0.056229226945176326,1180813765.848703,935590.092612216
2018-03-30,0.04062330259763395,853089354.550313,611864.4345510775
2018-03-31,0.04221128369656103,886436957.6277817,345625.1908242867
2018-04-01,0.04282819042808746,899391998.9898368,278458.3054862398
2018-04-02,0.04026741100777803,30346735.078438234,249643.10037534623
2018-04-03,0.04488984525286436,34189684.112421826,294778.8027518368
2018-04-04,0.0404568100298414,31114327.363592215,713836.2346582224
2018-04-05,0.03813459369244498,29581391.54589392,244364.2758713564
2018-04-06,0.03948723247453488,30903701.39641666,249945.15153299193
2018-04-07,0.03698844986367793,29204421.265325956,233041.13934568057
2018-04-08,0.04048072614215251,32263954.62433094,245760.7444521978
2018-04-09,0.04211839806482202,33864040.9825483,289796.6648614701
2018-04-10,0.04033159753359799,32716191.619364828,303716.0590097319
2018-04-11,0.0394280487818052,32263584.267295085,2010618.3186449711
2018-04-12,0.037691566921663866,31122875.05165847,244261.1724397718
2018-04-13,0.03974558254796613,33082838.137085456,313365.1214426151
2018-04-14,0.03996701306712261,33522338.60477118,355006.3919393357
2018-04-15,0.03704121471245248,31325946.41498898,276074.5999259519
2018-04-16,0.034839299857102414,29710786.33076493,339658.2580969635
2018-04-17,0.033745265750042,28932521.381758794,283531.5873437956
2018-04-18,0.033749289766283865,29148929.54562665,212181.2909521763
2018-04-19,0.03401201022428347,29694871.276460826,257528.11760495033
2018-04-20,0.03820526113836016,33642986.10698044,367283.30735602014
2018-04-21,0.03678237582576947,32641789.81137224,317112.53878643137
2018-04-22,0.03640974777385522,32591827.629897147,230633.25242524332
2018-04-23,0.03383404401906403,30511884.85328344,211351.75897483446
2018-04-24,0.03675776778798379,50034912.15582546,227439.24784663547
2018-04-25,0.03574844499498439,48668307.52906744,346593.4059451509
